"","iso3c","date","country","Population, female (% of total population)","Population, male (% of total population)","region","income_level","longitude","latitude"
"730","LUX","2016","Luxembourg",49.7136030769974,50.2863969230025,"Europe & Central Asia","High income",6.1296,49.61
"731","LUX","2017","Luxembourg",49.6215666465061,50.3784333534939,"Europe & Central Asia","High income",6.1296,49.61
"732","LUX","2018","Luxembourg",49.5392589748512,50.4607410251488,"Europe & Central Asia","High income",6.1296,49.61
"733","LUX","2019","Luxembourg",49.4729832881295,50.5270167118705,"Europe & Central Asia","High income",6.1296,49.61
"734","LUX","2020","Luxembourg",49.4250578296932,50.5749421703068,"Europe & Central Asia","High income",6.1296,49.61
"735","LUX","2021","Luxembourg",49.3976188300825,50.6023811699175,"Europe & Central Asia","High income",6.1296,49.61
"736","LVA","2015","Latvia",54.1603614201509,45.8396385798491,"Europe & Central Asia","High income",24.1048,56.9465
"737","LVA","2016","Latvia",54.1199383061544,45.8800616938456,"Europe & Central Asia","High income",24.1048,56.9465
"738","LVA","2017","Latvia",54.0678397844905,45.9321602155095,"Europe & Central Asia","High income",24.1048,56.9465
"739","LVA","2018","Latvia",54.0101666562093,45.9898333437907,"Europe & Central Asia","High income",24.1048,56.9465
"740","LVA","2019","Latvia",53.9555471642699,46.0444528357301,"Europe & Central Asia","High income",24.1048,56.9465
"741","LVA","2020","Latvia",53.9107688359995,46.0892311640005,"Europe & Central Asia","High income",24.1048,56.9465
"742","LVA","2021","Latvia",53.8791944439386,46.1208055560614,"Europe & Central Asia","High income",24.1048,56.9465
"743","MAC","2015","Macao SAR, China",52.0271785255766,47.9728214744234,"East Asia & Pacific","High income",113.55,22.1667
"744","MAC","2016","Macao SAR, China",52.0196663316058,47.9803336683942,"East Asia & Pacific","High income",113.55,22.1667
"745","MAC","2017","Macao SAR, China",52.0011950309841,47.9988049690159,"East Asia & Pacific","High income",113.55,22.1667
"746","MAC","2018","Macao SAR, China",51.9782848584542,48.0217151415458,"East Asia & Pacific","High income",113.55,22.1667
"747","MAC","2019","Macao SAR, China",51.9544192640753,48.0455807359247,"East Asia & Pacific","High income",113.55,22.1667
"748","MAC","2020","Macao SAR, China",51.9359597869844,48.0640402130156,"East Asia & Pacific","High income",113.55,22.1667
"749","MAC","2021","Macao SAR, China",51.9240086817712,48.0759913182288,"East Asia & Pacific","High income",113.55,22.1667
"750","MAR","2015","Morocco",50.4637861125132,49.5362138874868,"Middle East & North Africa","Lower middle income",-6.8704,33.9905
"751","MAR","2016","Morocco",50.4345863725825,49.5654136274175,"Middle East & North Africa","Lower middle income",-6.8704,33.9905
"752","MAR","2017","Morocco",50.4160491013569,49.5839508986431,"Middle East & North Africa","Lower middle income",-6.8704,33.9905
"753","MAR","2018","Morocco",50.4038472912818,49.5961527087182,"Middle East & North Africa","Lower middle income",-6.8704,33.9905
"754","MAR","2019","Morocco",50.3915905799571,49.6084094200429,"Middle East & North Africa","Lower middle income",-6.8704,33.9905
"755","MAR","2020","Morocco",50.3749387912261,49.6250612087739,"Middle East & North Africa","Lower middle income",-6.8704,33.9905
"756","MAR","2021","Morocco",50.3531403191562,49.6468596808438,"Middle East & North Africa","Lower middle income",-6.8704,33.9905
"757","MDA","2015","Moldova",51.9427961495613,48.0572038504387,"Europe & Central Asia","Lower middle income",28.8497,47.0167
"758","MDA","2016","Moldova",51.968427056185,48.031572943815,"Europe & Central Asia","Lower middle income",28.8497,47.0167
"759","MDA","2017","Moldova",52.0000187206551,47.9999812793449,"Europe & Central Asia","Lower middle income",28.8497,47.0167
"760","MDA","2018","Moldova",52.035563123928,47.964436876072,"Europe & Central Asia","Lower middle income",28.8497,47.0167
"761","MDA","2019","Moldova",52.0721161004319,47.9278838995681,"Europe & Central Asia","Lower middle income",28.8497,47.0167
"762","MDA","2020","Moldova",52.1078155649916,47.8921844350085,"Europe & Central Asia","Lower middle income",28.8497,47.0167
"763","MDA","2021","Moldova",52.1414504134542,47.8585495865458,"Europe & Central Asia","Lower middle income",28.8497,47.0167
"764","MDG","2015","Madagascar",50.1454521896437,49.8545478103563,"Sub-Saharan Africa","Low income",45.7167,-20.4667
"765","MDG","2016","Madagascar",50.1377660892804,49.8622339107196,"Sub-Saharan Africa","Low income",45.7167,-20.4667
"766","MDG","2017","Madagascar",50.130640721259,49.8693592787411,"Sub-Saharan Africa","Low income",45.7167,-20.4667
"767","MDG","2018","Madagascar",50.1239666132987,49.8760333867013,"Sub-Saharan Africa","Low income",45.7167,-20.4667
"768","MDG","2019","Madagascar",50.1176300198455,49.8823699801545,"Sub-Saharan Africa","Low income",45.7167,-20.4667
"769","MDG","2020","Madagascar",50.1115542190773,49.8884457809227,"Sub-Saharan Africa","Low income",45.7167,-20.4667
"770","MDG","2021","Madagascar",50.1057626475196,49.8942373524804,"Sub-Saharan Africa","Low income",45.7167,-20.4667
"771","MDV","2015","Maldives",40.3476261447219,59.6523738552782,"South Asia","Upper middle income",73.5109,4.1742
"772","MDV","2016","Maldives",39.2355495736112,60.7644504263888,"South Asia","Upper middle income",73.5109,4.1742
"773","MDV","2017","Maldives",38.1599039480417,61.8400960519583,"South Asia","Upper middle income",73.5109,4.1742
"774","MDV","2018","Maldives",37.2649814622342,62.7350185377659,"South Asia","Upper middle income",73.5109,4.1742
"775","MDV","2019","Maldives",36.7048555721085,63.2951444278915,"South Asia","Upper middle income",73.5109,4.1742
"776","MDV","2020","Maldives",36.5584912920735,63.4415087079265,"South Asia","Upper middle income",73.5109,4.1742
"777","MDV","2021","Maldives",36.8582833596998,63.1417166403002,"South Asia","Upper middle income",73.5109,4.1742
"778","MEX","2015","Mexico",51.0954978337905,48.9045021662095,"Latin America & Caribbean","Upper middle income",-99.1276,19.427
"779","MEX","2016","Mexico",51.0956729726833,48.9043270273168,"Latin America & Caribbean","Upper middle income",-99.1276,19.427
"780","MEX","2017","Mexico",51.0932755523227,48.9067244476773,"Latin America & Caribbean","Upper middle income",-99.1276,19.427
"781","MEX","2018","Mexico",51.0892808319391,48.9107191680609,"Latin America & Caribbean","Upper middle income",-99.1276,19.427
"782","MEX","2019","Mexico",51.0851387494541,48.9148612505459,"Latin America & Caribbean","Upper middle income",-99.1276,19.427
"783","MEX","2020","Mexico",51.0818744403914,48.9181255596086,"Latin America & Caribbean","Upper middle income",-99.1276,19.427
"784","MEX","2021","Mexico",51.0796699150375,48.9203300849625,"Latin America & Caribbean","Upper middle income",-99.1276,19.427
"785","MKD","2015","North Macedonia",49.9647723911731,50.0352276088269,"Europe & Central Asia","Upper middle income",21.4361,42.0024
"786","MKD","2016","North Macedonia",49.9613119525401,50.0386880474599,"Europe & Central Asia","Upper middle income",21.4361,42.0024
"787","MKD","2017","North Macedonia",49.9621997352541,50.0378002647459,"Europe & Central Asia","Upper middle income",21.4361,42.0024
"788","MKD","2018","North Macedonia",49.9664659424078,50.0335340575922,"Europe & Central Asia","Upper middle income",21.4361,42.0024
"789","MKD","2019","North Macedonia",49.9723536543573,50.0276463456427,"Europe & Central Asia","Upper middle income",21.4361,42.0024
"790","MKD","2020","North Macedonia",49.9788324741526,50.0211675258474,"Europe & Central Asia","Upper middle income",21.4361,42.0024
"791","MKD","2021","North Macedonia",49.9855473427757,50.0144526572243,"Europe & Central Asia","Upper middle income",21.4361,42.0024
"792","MLI","2015","Mali",49.9957623162915,50.0042376837085,"Sub-Saharan Africa","Low income",-7.50034,13.5667
"793","MLI","2016","Mali",49.9799114388909,50.0200885611091,"Sub-Saharan Africa","Low income",-7.50034,13.5667
"794","MLI","2017","Mali",49.961190938261,50.038809061739,"Sub-Saharan Africa","Low income",-7.50034,13.5667
"795","MLI","2018","Mali",49.940996726292,50.059003273708,"Sub-Saharan Africa","Low income",-7.50034,13.5667
"796","MLI","2019","Mali",49.9210220681907,50.0789779318093,"Sub-Saharan Africa","Low income",-7.50034,13.5667
"797","MLI","2020","Mali",49.9024385859861,50.0975614140139,"Sub-Saharan Africa","Low income",-7.50034,13.5667
"798","MLI","2021","Mali",49.8853983683328,50.1146016316672,"Sub-Saharan Africa","Low income",-7.50034,13.5667
"799","MLT","2015","Malta",49.955830694323,50.044169305677,"Middle East & North Africa","High income",14.5189,35.9042
"800","MLT","2016","Malta",49.9106854177606,50.0893145822394,"Middle East & North Africa","High income",14.5189,35.9042
"801","MLT","2017","Malta",49.8863986664688,50.1136013335312,"Middle East & North Africa","High income",14.5189,35.9042
"802","MLT","2018","Malta",49.8733082150459,50.1266917849541,"Middle East & North Africa","High income",14.5189,35.9042
"803","MLT","2019","Malta",49.8650020323496,50.1349979676504,"Middle East & North Africa","High income",14.5189,35.9042
"804","MLT","2020","Malta",49.8526743956932,50.1473256043068,"Middle East & North Africa","High income",14.5189,35.9042
"805","MLT","2021","Malta",49.8355879762416,50.1644120237584,"Middle East & North Africa","High income",14.5189,35.9042
"806","MMR","2015","Myanmar",51.8010097962966,48.1989902037034,"East Asia & Pacific","Lower middle income",95.9562,21.914
"807","MMR","2016","Myanmar",51.8026673818304,48.1973326181696,"East Asia & Pacific","Lower middle income",95.9562,21.914
"808","MMR","2017","Myanmar",51.8051929394642,48.1948070605358,"East Asia & Pacific","Lower middle income",95.9562,21.914
"809","MMR","2018","Myanmar",51.8078968699039,48.1921031300962,"East Asia & Pacific","Lower middle income",95.9562,21.914
"810","MMR","2019","Myanmar",51.8096722419893,48.1903277580107,"East Asia & Pacific","Lower middle income",95.9562,21.914
"811","MMR","2020","Myanmar",51.8097973317083,48.1902026682917,"East Asia & Pacific","Lower middle income",95.9562,21.914
"812","MMR","2021","Myanmar",51.8081647025087,48.1918352974913,"East Asia & Pacific","Lower middle income",95.9562,21.914
"813","MNE","2015","Montenegro",50.5693372910742,49.4306627089258,"Europe & Central Asia","Upper middle income",19.2595,42.4602
"814","MNE","2016","Montenegro",50.5647479319146,49.4352520680854,"Europe & Central Asia","Upper middle income",19.2595,42.4602
"815","MNE","2017","Montenegro",50.5617762678807,49.4382237321193,"Europe & Central Asia","Upper middle income",19.2595,42.4602
"816","MNE","2018","Montenegro",50.5590129387722,49.4409870612278,"Europe & Central Asia","Upper middle income",19.2595,42.4602
"817","MNE","2019","Montenegro",50.5554246259483,49.4445753740517,"Europe & Central Asia","Upper middle income",19.2595,42.4602
"818","MNE","2020","Montenegro",50.5521747852919,49.4478252147081,"Europe & Central Asia","Upper middle income",19.2595,42.4602
"819","MNE","2021","Montenegro",50.5468504946254,49.4531495053746,"Europe & Central Asia","Upper middle income",19.2595,42.4602
"820","MNG","2015","Mongolia",50.5716819418676,49.4283180581324,"East Asia & Pacific","Lower middle income",106.937,47.9129
"821","MNG","2016","Mongolia",50.6046084915445,49.3953915084555,"East Asia & Pacific","Lower middle income",106.937,47.9129
"822","MNG","2017","Mongolia",50.6369733584945,49.3630266415055,"East Asia & Pacific","Lower middle income",106.937,47.9129
"823","MNG","2018","Mongolia",50.6695447058148,49.3304552941852,"East Asia & Pacific","Lower middle income",106.937,47.9129
"824","MNG","2019","Mongolia",50.7023204386999,49.2976795613001,"East Asia & Pacific","Lower middle income",106.937,47.9129
"825","MNG","2020","Mongolia",50.7353524335233,49.2646475664767,"East Asia & Pacific","Lower middle income",106.937,47.9129
"826","MNG","2021","Mongolia",50.7689045265616,49.2310954734384,"East Asia & Pacific","Lower middle income",106.937,47.9129
"827","MOZ","2015","Mozambique",51.586282390863,48.413717609137,"Sub-Saharan Africa","Low income",32.5713,-25.9664
"828","MOZ","2016","Mozambique",51.5494253848285,48.4505746151715,"Sub-Saharan Africa","Low income",32.5713,-25.9664
"829","MOZ","2017","Mozambique",51.5121204724478,48.4878795275522,"Sub-Saharan Africa","Low income",32.5713,-25.9664
"830","MOZ","2018","Mozambique",51.4751911012775,48.5248088987225,"Sub-Saharan Africa","Low income",32.5713,-25.9664
"831","MOZ","2019","Mozambique",51.4396689749797,48.5603310250203,"Sub-Saharan Africa","Low income",32.5713,-25.9664
"832","MOZ","2020","Mozambique",51.4060994511835,48.5939005488165,"Sub-Saharan Africa","Low income",32.5713,-25.9664
"833","MOZ","2021","Mozambique",51.3746786101876,48.6253213898124,"Sub-Saharan Africa","Low income",32.5713,-25.9664
"834","MRT","2015","Mauritania",49.8913576439141,50.108642356086,"Sub-Saharan Africa","Lower middle income",-15.9824,18.2367
"835","MRT","2016","Mauritania",49.8682849081021,50.1317150918979,"Sub-Saharan Africa","Lower middle income",-15.9824,18.2367
"836","MRT","2017","Mauritania",49.8452102026301,50.1547897973699,"Sub-Saharan Africa","Lower middle income",-15.9824,18.2367
"837","MRT","2018","Mauritania",49.8226562187735,50.1773437812265,"Sub-Saharan Africa","Lower middle income",-15.9824,18.2367
"838","MRT","2019","Mauritania",49.8012682242607,50.1987317757393,"Sub-Saharan Africa","Lower middle income",-15.9824,18.2367
"839","MRT","2020","Mauritania",49.781682961765,50.2183170382351,"Sub-Saharan Africa","Lower middle income",-15.9824,18.2367
"840","MRT","2021","Mauritania",49.7638169591905,50.2361830408095,"Sub-Saharan Africa","Lower middle income",-15.9824,18.2367
"841","MUS","2015","Mauritius",50.4711157268569,49.5288842731431,"Sub-Saharan Africa","High income",57.4977,-20.1605
"842","MUS","2016","Mauritius",50.4998137684548,49.5001862315453,"Sub-Saharan Africa","High income",57.4977,-20.1605
"843","MUS","2017","Mauritius",50.5354302936266,49.4645697063734,"Sub-Saharan Africa","High income",57.4977,-20.1605
"844","MUS","2018","Mauritius",50.5771064028586,49.4228935971414,"Sub-Saharan Africa","High income",57.4977,-20.1605
"845","MUS","2019","Mauritius",50.6193735380059,49.3806264619941,"Sub-Saharan Africa","High income",57.4977,-20.1605
"846","MUS","2020","Mauritius",50.6607735536462,49.3392264463538,"Sub-Saharan Africa","High income",57.4977,-20.1605
"847","MUS","2021","Mauritius",50.700078842306,49.299921157694,"Sub-Saharan Africa","High income",57.4977,-20.1605
"848","MWI","2015","Malawi",50.7316588142169,49.2683411857831,"Sub-Saharan Africa","Low income",33.7703,-13.9899
"849","MWI","2016","Malawi",50.7203875467568,49.2796124532432,"Sub-Saharan Africa","Low income",33.7703,-13.9899
"850","MWI","2017","Malawi",50.7104534738245,49.2895465261755,"Sub-Saharan Africa","Low income",33.7703,-13.9899
"851","MWI","2018","Malawi",50.7015156905763,49.2984843094237,"Sub-Saharan Africa","Low income",33.7703,-13.9899
"852","MWI","2019","Malawi",50.6929960782659,49.3070039217341,"Sub-Saharan Africa","Low income",33.7703,-13.9899
"853","MWI","2020","Malawi",50.6844788709644,49.3155211290356,"Sub-Saharan Africa","Low income",33.7703,-13.9899
"854","MWI","2021","Malawi",50.6760467049521,49.3239532950479,"Sub-Saharan Africa","Low income",33.7703,-13.9899
"855","MYS","2015","Malaysia",48.5144692281862,51.4855307718138,"East Asia & Pacific","Upper middle income",101.684,3.12433
"856","MYS","2016","Malaysia",48.5387091892064,51.4612908107936,"East Asia & Pacific","Upper middle income",101.684,3.12433
"857","MYS","2017","Malaysia",48.5597509440307,51.4402490559693,"East Asia & Pacific","Upper middle income",101.684,3.12433
"858","MYS","2018","Malaysia",48.5785205819849,51.4214794180151,"East Asia & Pacific","Upper middle income",101.684,3.12433
"859","MYS","2019","Malaysia",48.5969563054078,51.4030436945922,"East Asia & Pacific","Upper middle income",101.684,3.12433
"860","MYS","2020","Malaysia",48.6164060196753,51.3835939803247,"East Asia & Pacific","Upper middle income",101.684,3.12433
"861","MYS","2021","Malaysia",48.6365516192468,51.3634483807532,"East Asia & Pacific","Upper middle income",101.684,3.12433
"862","NAM","2015","Namibia",51.5983620897827,48.4016379102173,"Sub-Saharan Africa","Upper middle income",17.0931,-22.5648
"863","NAM","2016","Namibia",51.5835582372509,48.4164417627491,"Sub-Saharan Africa","Upper middle income",17.0931,-22.5648
"864","NAM","2017","Namibia",51.5684732894008,48.4315267105992,"Sub-Saharan Africa","Upper middle income",17.0931,-22.5648
"865","NAM","2018","Namibia",51.5536903157293,48.4463096842707,"Sub-Saharan Africa","Upper middle income",17.0931,-22.5648
"866","NAM","2019","Namibia",51.5393718400785,48.4606281599215,"Sub-Saharan Africa","Upper middle income",17.0931,-22.5648
"867","NAM","2020","Namibia",51.526024473064,48.473975526936,"Sub-Saharan Africa","Upper middle income",17.0931,-22.5648
"868","NAM","2021","Namibia",51.5139463480697,48.4860536519303,"Sub-Saharan Africa","Upper middle income",17.0931,-22.5648
"869","NCL","2015","New Caledonia",49.5786941732888,50.4213058267112,"East Asia & Pacific","High income",166.464,-22.2677
"870","NCL","2016","New Caledonia",49.5969947846384,50.4030052153616,"East Asia & Pacific","High income",166.464,-22.2677
"871","NCL","2017","New Caledonia",49.6253053301535,50.3746946698466,"East Asia & Pacific","High income",166.464,-22.2677
"872","NCL","2018","New Caledonia",49.6610544812955,50.3389455187045,"East Asia & Pacific","High income",166.464,-22.2677
"873","NCL","2019","New Caledonia",49.7002726722946,50.2997273277054,"East Asia & Pacific","High income",166.464,-22.2677
"874","NCL","2020","New Caledonia",49.7364190114575,50.2635809885425,"East Asia & Pacific","High income",166.464,-22.2677
"875","NCL","2021","New Caledonia",49.7673627856788,50.2326372143212,"East Asia & Pacific","High income",166.464,-22.2677
"876","NER","2015","Niger",49.8560344707338,50.1439655292662,"Sub-Saharan Africa","Low income",2.1073,13.514
"877","NER","2016","Niger",49.8258364159644,50.1741635840356,"Sub-Saharan Africa","Low income",2.1073,13.514
"878","NER","2017","Niger",49.7974760938467,50.2025239061533,"Sub-Saharan Africa","Low income",2.1073,13.514
"879","NER","2018","Niger",49.7710025976669,50.2289974023331,"Sub-Saharan Africa","Low income",2.1073,13.514
"880","NER","2019","Niger",49.746462131863,50.253537868137,"Sub-Saharan Africa","Low income",2.1073,13.514
"881","NER","2020","Niger",49.7238484521352,50.2761515478648,"Sub-Saharan Africa","Low income",2.1073,13.514
"882","NER","2021","Niger",49.7031134292926,50.2968865707074,"Sub-Saharan Africa","Low income",2.1073,13.514
"883","NGA","2015","Nigeria",49.364108871708,50.635891128292,"Sub-Saharan Africa","Lower middle income",7.48906,9.05804
"884","NGA","2016","Nigeria",49.3540232179949,50.6459767820051,"Sub-Saharan Africa","Lower middle income",7.48906,9.05804
"885","NGA","2017","Nigeria",49.3447057040948,50.6552942959052,"Sub-Saharan Africa","Lower middle income",7.48906,9.05804
"886","NGA","2018","Nigeria",49.3361135462707,50.6638864537293,"Sub-Saharan Africa","Lower middle income",7.48906,9.05804
"887","NGA","2019","Nigeria",49.3282004901156,50.6717995098844,"Sub-Saharan Africa","Lower middle income",7.48906,9.05804
"888","NGA","2020","Nigeria",49.3209244665849,50.6790755334151,"Sub-Saharan Africa","Lower middle income",7.48906,9.05804
"889","NGA","2021","Nigeria",49.3142676573111,50.6857323426889,"Sub-Saharan Africa","Lower middle income",7.48906,9.05804
"890","NIC","2015","Nicaragua",50.7140499618044,49.2859500381956,"Latin America & Caribbean","Lower middle income",-86.2734,12.1475
"891","NIC","2016","Nicaragua",50.7115357465216,49.2884642534784,"Latin America & Caribbean","Lower middle income",-86.2734,12.1475
"892","NIC","2017","Nicaragua",50.7114113847435,49.2885886152565,"Latin America & Caribbean","Lower middle income",-86.2734,12.1475
"893","NIC","2018","Nicaragua",50.7127056800849,49.2872943199151,"Latin America & Caribbean","Lower middle income",-86.2734,12.1475
"894","NIC","2019","Nicaragua",50.7144981829509,49.2855018170491,"Latin America & Caribbean","Lower middle income",-86.2734,12.1475
"895","NIC","2020","Nicaragua",50.7159425374146,49.2840574625854,"Latin America & Caribbean","Lower middle income",-86.2734,12.1475
"896","NIC","2021","Nicaragua",50.716827562273,49.283172437727,"Latin America & Caribbean","Lower middle income",-86.2734,12.1475
"897","NLD","2015","Netherlands",50.2884495266757,49.7115504733243,"Europe & Central Asia","High income",4.89095,52.3738
"898","NLD","2016","Netherlands",50.2689225226477,49.7310774773523,"Europe & Central Asia","High income",4.89095,52.3738
"899","NLD","2017","Netherlands",50.2457591037323,49.7542408962677,"Europe & Central Asia","High income",4.89095,52.3738
"900","NLD","2018","Netherlands",50.2209435647813,49.7790564352187,"Europe & Central Asia","High income",4.89095,52.3738
"901","NLD","2019","Netherlands",50.1972641829856,49.8027358170144,"Europe & Central Asia","High income",4.89095,52.3738
"902","NLD","2020","Netherlands",50.1767827517601,49.8232172482399,"Europe & Central Asia","High income",4.89095,52.3738
"903","NLD","2021","Netherlands",50.1600934578242,49.8399065421758,"Europe & Central Asia","High income",4.89095,52.3738
"904","NOR","2015","Norway",49.6547096663024,50.3452903336976,"Europe & Central Asia","High income",10.7387,59.9138
"905","NOR","2016","Norway",49.6042049533894,50.3957950466106,"Europe & Central Asia","High income",10.7387,59.9138
"906","NOR","2017","Norway",49.5615260697797,50.4384739302203,"Europe & Central Asia","High income",10.7387,59.9138
"907","NOR","2018","Norway",49.5246311324926,50.4753688675074,"Europe & Central Asia","High income",10.7387,59.9138
"908","NOR","2019","Norway",49.4909236326886,50.5090763673114,"Europe & Central Asia","High income",10.7387,59.9138
"909","NOR","2020","Norway",49.4583897933352,50.5416102066648,"Europe & Central Asia","High income",10.7387,59.9138
"910","NOR","2021","Norway",49.4264978468169,50.5735021531831,"Europe & Central Asia","High income",10.7387,59.9138
"911","NPL","2015","Nepal",54.1071706260733,45.8928293739267,"South Asia","Lower middle income",85.3157,27.6939
"912","NPL","2016","Nepal",54.4317937985059,45.5682062014941,"South Asia","Lower middle income",85.3157,27.6939
"913","NPL","2017","Nepal",54.5648229151264,45.4351770848736,"South Asia","Lower middle income",85.3157,27.6939
"914","NPL","2018","Nepal",54.5353433292596,45.4646566707404,"South Asia","Lower middle income",85.3157,27.6939
"915","NPL","2019","Nepal",54.3951799303114,45.6048200696886,"South Asia","Lower middle income",85.3157,27.6939
"916","NPL","2020","Nepal",54.1870372348268,45.8129627651732,"South Asia","Lower middle income",85.3157,27.6939
"917","NPL","2021","Nepal",53.9119027111109,46.0880972888891,"South Asia","Lower middle income",85.3157,27.6939
"918","NZL","2015","New Zealand",50.8300417355885,49.1699582644115,"East Asia & Pacific","High income",174.776,-41.2865
"919","NZL","2016","New Zealand",50.8288109819896,49.1711890180104,"East Asia & Pacific","High income",174.776,-41.2865
"920","NZL","2017","New Zealand",50.8319068215019,49.168093178498,"East Asia & Pacific","High income",174.776,-41.2865
"921","NZL","2018","New Zealand",50.8377693974718,49.1622306025282,"East Asia & Pacific","High income",174.776,-41.2865
"922","NZL","2019","New Zealand",50.8439990951403,49.1560009048597,"East Asia & Pacific","High income",174.776,-41.2865
"923","NZL","2020","New Zealand",50.8492642309071,49.1507357690929,"East Asia & Pacific","High income",174.776,-41.2865
"924","NZL","2021","New Zealand",50.8529943163887,49.1470056836113,"East Asia & Pacific","High income",174.776,-41.2865
"925","OMN","2015","Oman",34.7850101503489,65.2149898496511,"Middle East & North Africa","High income",58.5874,23.6105
"926","OMN","2016","Oman",34.3762537068421,65.6237462931579,"Middle East & North Africa","High income",58.5874,23.6105
"927","OMN","2017","Oman",34.1318314949701,65.8681685050299,"Middle East & North Africa","High income",58.5874,23.6105
"928","OMN","2018","Oman",34.0140835154787,65.9859164845213,"Middle East & North Africa","High income",58.5874,23.6105
"929","OMN","2019","Oman",33.9808385621525,66.0191614378475,"Middle East & North Africa","High income",58.5874,23.6105
"930","OMN","2020","Oman",34.0027517211965,65.9972482788035,"Middle East & North Africa","High income",58.5874,23.6105
"931","OMN","2021","Oman",34.0756437981872,65.9243562018128,"Middle East & North Africa","High income",58.5874,23.6105
"932","PAK","2015","Pakistan",48.5321871211661,51.4678128788339,"South Asia","Lower middle income",72.8,30.5167
"933","PAK","2016","Pakistan",48.535718143526,51.464281856474,"South Asia","Lower middle income",72.8,30.5167
"934","PAK","2017","Pakistan",48.5374352213914,51.4625647786086,"South Asia","Lower middle income",72.8,30.5167
"935","PAK","2018","Pakistan",48.5380747169765,51.4619252830235,"South Asia","Lower middle income",72.8,30.5167
"936","PAK","2019","Pakistan",48.5385829347734,51.4614170652266,"South Asia","Lower middle income",72.8,30.5167
"937","PAK","2020","Pakistan",48.539631735789,51.460368264211,"South Asia","Lower middle income",72.8,30.5167
"938","PAK","2021","Pakistan",48.5413700996327,51.4586299003673,"South Asia","Lower middle income",72.8,30.5167
"939","PAN","2015","Panama",49.8466167232373,50.1533832767627,"Latin America & Caribbean","High income",-79.5188,8.99427
"940","PAN","2016","Panama",49.866078715941,50.133921284059,"Latin America & Caribbean","High income",-79.5188,8.99427
"941","PAN","2017","Panama",49.8858468614218,50.1141531385782,"Latin America & Caribbean","High income",-79.5188,8.99427
"942","PAN","2018","Panama",49.9053836510993,50.0946163489007,"Latin America & Caribbean","High income",-79.5188,8.99427
"943","PAN","2019","Panama",49.9243130716553,50.0756869283447,"Latin America & Caribbean","High income",-79.5188,8.99427
"944","PAN","2020","Panama",49.9421521620629,50.0578478379371,"Latin America & Caribbean","High income",-79.5188,8.99427
"945","PAN","2021","Panama",49.9590901279287,50.0409098720713,"Latin America & Caribbean","High income",-79.5188,8.99427
"946","PER","2015","Peru",50.3347621467271,49.6652378532729,"Latin America & Caribbean","Upper middle income",-77.0465,-12.0931
"947","PER","2016","Peru",50.3471411596365,49.6528588403635,"Latin America & Caribbean","Upper middle income",-77.0465,-12.0931
"948","PER","2017","Peru",50.3463091990062,49.6536908009938,"Latin America & Caribbean","Upper middle income",-77.0465,-12.0931
"949","PER","2018","Peru",50.3377554939133,49.6622445060867,"Latin America & Caribbean","Upper middle income",-77.0465,-12.0931
"950","PER","2019","Peru",50.3290940620899,49.6709059379101,"Latin America & Caribbean","Upper middle income",-77.0465,-12.0931
"951","PER","2020","Peru",50.3254807146679,49.6745192853321,"Latin America & Caribbean","Upper middle income",-77.0465,-12.0931
"952","PER","2021","Peru",50.3279523838187,49.6720476161813,"Latin America & Caribbean","Upper middle income",-77.0465,-12.0931
"953","PHL","2015","Philippines",49.6747169019451,50.3252830980549,"East Asia & Pacific","Lower middle income",121.035,14.5515
"954","PHL","2016","Philippines",49.6995721129761,50.3004278870239,"East Asia & Pacific","Lower middle income",121.035,14.5515
"955","PHL","2017","Philippines",49.721565687046,50.278434312954,"East Asia & Pacific","Lower middle income",121.035,14.5515
"956","PHL","2018","Philippines",49.7416573851815,50.2583426148185,"East Asia & Pacific","Lower middle income",121.035,14.5515
"957","PHL","2019","Philippines",49.7615898506337,50.2384101493663,"East Asia & Pacific","Lower middle income",121.035,14.5515
"958","PHL","2020","Philippines",49.7825514321199,50.2174485678801,"East Asia & Pacific","Lower middle income",121.035,14.5515
"959","PHL","2021","Philippines",49.8044015812777,50.1955984187223,"East Asia & Pacific","Lower middle income",121.035,14.5515
"960","PNG","2015","Papua New Guinea",49.0070885071756,50.9929114928244,"East Asia & Pacific","Lower middle income",147.194,-9.47357
"961","PNG","2016","Papua New Guinea",48.9895990771499,51.0104009228501,"East Asia & Pacific","Lower middle income",147.194,-9.47357
"962","PNG","2017","Papua New Guinea",48.9749157327805,51.0250842672195,"East Asia & Pacific","Lower middle income",147.194,-9.47357
"963","PNG","2018","Papua New Guinea",48.9627278731314,51.0372721268686,"East Asia & Pacific","Lower middle income",147.194,-9.47357
"964","PNG","2019","Papua New Guinea",48.9522532682157,51.0477467317843,"East Asia & Pacific","Lower middle income",147.194,-9.47357
"965","PNG","2020","Papua New Guinea",48.9431293769428,51.0568706230573,"East Asia & Pacific","Lower middle income",147.194,-9.47357
"966","PNG","2021","Papua New Guinea",48.935284057855,51.064715942145,"East Asia & Pacific","Lower middle income",147.194,-9.47357
"967","POL","2015","Poland",51.5308325092478,48.4691674907522,"Europe & Central Asia","High income",21.02,52.26
"968","POL","2016","Poland",51.5224424993428,48.4775575006572,"Europe & Central Asia","High income",21.02,52.26
"969","POL","2017","Poland",51.52337975615,48.47662024385,"Europe & Central Asia","High income",21.02,52.26
